,date,filing_date,currency_symbol,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,commonStock,retainedEarnings,otherLiab,goodWill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,shortLongTermDebt,shortLongTermDebtTotal,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,noncontrollingInterestInConsolidatedEntity,temporaryEquityRedeemableNoncontrollingInterests,accumulatedOtherComprehensiveIncome,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,nonCurrrentAssetsOther,deferredLongTermAssetCharges,nonCurrentAssetsTotal,capitalLeaseObligations,longTermDebtTotal,nonCurrentLiabilitiesOther,nonCurrentLiabilitiesTotal,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurpluse,liabilitiesAndStockholdersEquity,cashAndShortTermInvestments,propertyPlantAndEquipmentGross,accumulatedDepreciation,commonStockSharesOutstanding,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,netIncome,changeInCash,beginPeriodCashFlow,endPeriodCashFlow,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,salePurchaseOfStock,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,changeReceivables,cashFlowsOtherOperating,exchangeRateChanges,cashAndCashEquivalentsChanges,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,sellingAndMarketingExpenses,grossProfit,ebit,ebitda,depreciationAndAmortization,nonOperatingIncomeNetOther,operatingIncome,otherOperatingExpenses,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments,EPS,epsEstimate,epsDifference,surprisePercent,Fiscal_Quarter,Date,Price,marketCapitalization,ROE,PE,dividends,dividendYield,DE,currentRatio,BVPS,PB
20,2015-12-31,2016-01-27,USD,293284000000.0,3924000000.0,,11073000000.0,165017000000.0,128267000000.0,3546000000.0,8989000000.0,28253000000.0,101494000000.0,14104000000.0,5202000000.0,194765000000.0,16689000000.0,76092000000.0,7259000000.0,,60463000000.0,-1480000000.0,22300000000.0,76219000000.0,177665000000.0,119141000000.0,21385000000.0,12953000000.0,53204000000.0,2451000000.0,57344000000.0,0.0,0.0,0.0,-1480000000.0,0.0,28253000000.0,0.0,101494000000.0,0.0,,7974000000.0,,217065000000.0,,53204000000.0,32175000000.0,88925000000.0,,,,,293284000000.0,38074000000.0,22300000000.0,,22376508000.0,-16060000000.0,-1249000000.0,-20450000000.0,-1240000000.0,-11444000000.0,,18361000000.0,-4431000000.0,21120000000.0,16689000000.0,27463000000.0,2954000000.0,-778000000.0,-2969000000.0,-102000000.0,3896000000.0,-6862000000.0,-1613000000.0,2670000000.0,3612000000,3896000000.0,933000000.0,,-4431000000.0,2404000000.0,0.0,24573000000.0,0.0,3848000000.0,,30423000000.0,24573000000.0,27125000000.0,2954000000.0,402000000.0,24171000000.0,51701000000.0,276000000.0,,,,0.0,0.0,0.0,6212000000.0,75872000000.0,6252000000.0,45449000000.0,-263000000.0,0.0,18361000000.0,18361000000.0,,0.82,0.8075,0.0125,1.548,Q1,2015-12-31,24.3438,544729235450.4,0.6498778890737267,29.68756097560976,-0.13268379498713562,-121961238.59052406,0.8861749319778275,1.0016690322241497,5.732217019742312,4.24683851224711
21,2015-09-30,2015-10-28,USD,290479000000.0,3893000000.0,,9539000000.0,171124000000.0,119355000000.0,3624000000.0,8940000000.0,27416000000.0,92284000000.0,12989000000.0,5116000000.0,178630000000.0,21120000000.0,80610000000.0,8499000000.0,2513000000.0,61828000000.0,-345000000.0,22471000000.0,89378000000.0,164065000000.0,110346000000.0,20481000000.0,16849000000.0,53463000000.0,2349000000.0,60671000000.0,0.0,0.0,0.0,-345000000.0,0.0,27416000000.0,0.0,92284000000.0,0.0,,5422000000.0,,201101000000.0,,53463000000.0,33427000000.0,90514000000.0,,,,,290479000000.0,41601000000.0,22471000000.0,,22730076000.0,2556000000.0,12963000000.0,-1375000000.0,9801000000.0,-6299000000.0,5040000000.0,11124000000.0,5801000000.0,15319000000.0,21120000000.0,13475000000.0,3119000000.0,-313000000.0,-2964000000.0,-307000000.0,-6479000000.0,-13034000000.0,9699000000.0,-523000000.0,3618000000,-6701000000.0,-6200000000.0,,5801000000.0,2220000000.0,0.0,15062000000.0,0.0,3705000000.0,,20548000000.0,15062000000.0,17742000000.0,3119000000.0,439000000.0,14623000000.0,36878000000.0,238000000.0,,,,0.0,0.0,0.0,3938000000.0,51501000000.0,5925000000.0,30953000000.0,-149000000.0,0.0,11124000000.0,11124000000.0,,0.49,0.47,0.02,4.2553,Q4,2015-09-30,25.4005,577355295438.0,0.40574846804785525,51.837755102040816,-0.13039991595276673,-116690616.32645026,0.9659503162833564,1.1087706239920605,5.25097232406966,4.837294587055423
22,2015-06-30,2015-07-22,USD,273151000000.0,3779000000.0,,9291000000.0,147474000000.0,125677000000.0,3474000000.0,9088000000.0,26327000000.0,98252000000.0,10231000000.0,5044000000.0,181049000000.0,15319000000.0,65285000000.0,4499000000.0,,51918000000.0,1098000000.0,21149000000.0,70953000000.0,168145000000.0,116854000000.0,19384000000.0,10370000000.0,47419000000.0,2042000000.0,49198000000.0,0.0,0.0,0.0,1098000000.0,0.0,26327000000.0,0.0,98252000000.0,0.0,,4081000000.0,,202198000000.0,,47419000000.0,31296000000.0,82189000000.0,,,,,273151000000.0,34703000000.0,21149000000.0,,23092396000.0,-9245000000.0,981000000.0,-11403000000.0,10680000000.0,-2755000000.0,,10677000000.0,830000000.0,14489000000.0,15319000000.0,14988000000.0,3084000000.0,-115000000.0,-3053000000.0,354000000.0,535000000.0,-9985000000.0,10283000000.0,1797000000.0,2043000000,-1743000000.0,-162000000.0,,830000000.0,2034000000.0,0.0,14473000000.0,0.0,3564000000.0,,19681000000.0,14473000000.0,17167000000.0,3084000000.0,390000000.0,14083000000.0,35522000000.0,201000000.0,,,,0.0,0.0,0.0,3796000000.0,49605000000.0,5598000000.0,29924000000.0,-175000000.0,0.0,10677000000.0,10677000000.0,,0.4625,0.4525,0.01,2.2099,Q3,2015-06-30,28.7535,663987208386.0,0.40555323432217877,62.169729729729724,-0.13220802206925605,-106178378.28438278,0.7904151117547363,1.0868193306272498,5.442354271076938,5.28328340417101
23,2015-03-31,2015-04-28,USD,261194000000.0,4061000000.0,,9094000000.0,132188000000.0,129006000000.0,3571000000.0,8944000000.0,25376000000.0,100920000000.0,9562000000.0,4711000000.0,173152000000.0,14489000000.0,58729000000.0,3799000000.0,,43871000000.0,2710000000.0,20151000000.0,67891000000.0,160443000000.0,120234000000.0,18607000000.0,10905000000.0,40072000000.0,2396000000.0,45986000000.0,0.0,0.0,0.0,2710000000.0,0.0,25376000000.0,0.0,100920000000.0,0.0,,3937000000.0,,193303000000.0,,40072000000.0,29816000000.0,73459000000.0,,,,,261194000000.0,33096000000.0,20151000000.0,,23339432000.0,-19786000000.0,-13371000000.0,-22331000000.0,7748000000.0,-1739000000.0,,13569000000.0,-4989000000.0,19478000000.0,14489000000.0,19081000000.0,2479000000.0,-176000000.0,-2743000000.0,-113000000.0,5804000000.0,-6741000000.0,7745000000.0,609000000.0,2369000000,11812000000.0,4096000000.0,,-4989000000.0,1918000000.0,0.0,18564000000.0,0.0,3460000000.0,,23656000000.0,18564000000.0,20757000000.0,2479000000.0,286000000.0,18278000000.0,39732000000.0,163000000.0,,,,0.0,0.0,0.0,4995000000.0,58010000000.0,5378000000.0,34354000000.0,-226000000.0,0.0,13569000000.0,13569000000.0,,0.5825,0.54,0.0425,7.8704,Q2,2015-03-31,28.4068,662998576937.6,0.5347178436317781,48.76703862660944,-0.11752642480759601,-96561386.71022432,0.6506906655504395,1.1560046995521804,5.52738387120989,5.139284815726401
24,2014-12-31,2015-01-28,USD,261894000000.0,4370000000.0,,13635000000.0,138566000000.0,123328000000.0,3480000000.0,8987000000.0,24187000000.0,97178000000.0,9080000000.0,4629000000.0,158099000000.0,19478000000.0,73611000000.0,3899000000.0,,36403000000.0,1963000000.0,20392000000.0,83403000000.0,145492000000.0,114329000000.0,12985000000.0,16709000000.0,32504000000.0,2283000000.0,60725000000.0,0.0,0.0,0.0,1963000000.0,0.0,24187000000.0,0.0,97178000000.0,0.0,,3608000000.0,,178491000000.0,,32504000000.0,28971000000.0,64955000000.0,,,,,261894000000.0,32463000000.0,20392000000.0,,23527212000.0,-17942000000.0,14615000000.0,-21165000000.0,1076000000.0,-6923000000.0,,18024000000.0,5634000000.0,13844000000.0,19478000000.0,33722000000.0,2575000000.0,-6000000.0,-2801000000.0,-172000000.0,751000000.0,-4950000000.0,828000000.0,3085000000.0,3217000000,-2757000000.0,-1648000000.0,,5634000000.0,1895000000.0,0.0,24416000000.0,0.0,3600000000.0,,29741000000.0,24416000000.0,26821000000.0,2575000000.0,170000000.0,24246000000.0,50353000000.0,131000000.0,,,,0.0,0.0,0.0,6392000000.0,74599000000.0,5495000000.0,44858000000.0,-353000000.0,0.0,18024000000.0,18024000000.0,,0.765,0.65,0.115,17.6923,Q1,2014-12-31,25.1004,590542432084.8,0.7451936990945549,32.810980392156864,-0.11905363032389898,-111591847.14187822,0.5587295666839647,1.1330235970167502,5.241930068042061,4.788388947236638
25,2014-09-30,2014-10-27,USD,231839000000.0,4142000000.0,,9806000000.0,120292000000.0,111547000000.0,3031000000.0,8491000000.0,23313000000.0,87152000000.0,7598000000.0,4616000000.0,142684000000.0,13844000000.0,63448000000.0,6308000000.0,35295000000.0,35295000000.0,1082000000.0,20624000000.0,68531000000.0,130162000000.0,102789000000.0,11233000000.0,17460000000.0,28987000000.0,2111000000.0,48649000000.0,0.0,0.0,0.0,1082000000.0,0.0,23313000000.0,0.0,87152000000.0,0.0,,3764000000.0,,163308000000.0,,28987000000.0,24826000000.0,56844000000.0,,,,,231839000000.0,25077000000.0,20624000000.0,,23888328000.0,9707000000.0,14121000000.0,2997000000.0,4296000000.0,-15380000000.0,3957000000.0,8467000000.0,867000000.0,12977000000.0,13844000000.0,13250000000.0,1969000000.0,-2884000000.0,-2829000000.0,-246000000.0,-6546000000.0,-16705000000.0,4154000000.0,-45000000.0,3826000000,-10252000000.0,-764000000.0,,867000000.0,1686000000.0,0.0,11472000000.0,0.0,3158000000.0,,16009000000.0,11472000000.0,13134000000.0,1969000000.0,307000000.0,11165000000.0,30958000000.0,115000000.0,,,,0.0,0.0,0.0,3005000000.0,42123000000.0,4844000000.0,26114000000.0,-97000000.0,0.0,8467000000.0,8467000000.0,,0.355,0.3275,0.0275,8.3969,Q4,2014-09-30,22.8115,544928594172.0,0.36318792090250074,64.25774647887324,-0.11842603634712316,-124016395.23924337,0.5762772642921817,1.0801128483167317,4.669518938286513,4.885192736442934
26,2014-06-30,2014-07-23,USD,222520000000.0,3767000000.0,,7825000000.0,101580000000.0,120940000000.0,3058000000.0,8396000000.0,22139000000.0,98715000000.0,6186000000.0,2374000000.0,136986000000.0,12977000000.0,46205000000.0,2010000000.0,,31040000000.0,86000000.0,17585000000.0,67949000000.0,126685000000.0,114799000000.0,24828000000.0,10788000000.0,29030000000.0,1594000000.0,35799000000.0,0.0,0.0,0.0,86000000.0,0.0,22139000000.0,0.0,98715000000.0,0.0,,4160000000.0,,154571000000.0,,29030000000.0,23287000000.0,55375000000.0,,,,,222520000000.0,37805000000.0,17585000000.0,,24206844000.0,-19474000000.0,-1390000000.0,-22214000000.0,13970000000.0,5987000000.0,,7748000000.0,-5972000000.0,18949000000.0,12977000000.0,10255000000.0,1946000000.0,-362000000.0,-2867000000.0,235000000.0,-1087000000.0,-4906000000.0,13760000000.0,1819000000.0,2378000000,-1020000000.0,917000000.0,,-5972000000.0,1603000000.0,0.0,10484000000.0,0.0,2850000000.0,,14735000000.0,10484000000.0,12228000000.0,1946000000.0,202000000.0,10282000000.0,27150000000.0,100000000.0,,,,0.0,0.0,0.0,2736000000.0,37432000000.0,4453000000.0,22697000000.0,-137000000.0,0.0,7748000000.0,7748000000.0,,0.32,0.3075,0.0125,4.065,Q3,2014-06-30,20.9364,506804168721.6,0.3499706400469759,65.42625,-0.11843757905822007,-136938537.66645652,0.49669257483049445,1.4705984200844064,4.996107712347797,4.190542159100381
27,2014-03-31,2014-04-24,USD,205989000000.0,3928000000.0,,7528000000.0,85810000000.0,120179000000.0,3164000000.0,8310000000.0,21496000000.0,98934000000.0,6169000000.0,2055000000.0,120328000000.0,18949000000.0,43208000000.0,,,16962000000.0,-251000000.0,15120000000.0,70541000000.0,109239000000.0,114196000000.0,22401000000.0,9700000000.0,16962000000.0,1829000000.0,34898000000.0,0.0,0.0,0.0,-251000000.0,0.0,8617000000.0,0.0,98934000000.0,0.0,,5106000000.0,,135448000000.0,,16962000000.0,22476000000.0,42602000000.0,,,,,205989000000.0,41350000000.0,15120000000.0,,24626784000.0,13289000000.0,-10077000000.0,11741000000.0,,-20407000000.0,,10223000000.0,4872000000.0,14077000000.0,18949000000.0,13538000000.0,1887000000.0,-166000000.0,-2661000000.0,293000000.0,4499000000.0,-17764000000.0,18000000.0,1502000000.0,1382000000,9377000000.0,333000000.0,,4872000000.0,1422000000.0,0.0,13818000000.0,0.0,2932000000.0,,17947000000.0,13818000000.0,15480000000.0,1887000000.0,225000000.0,13593000000.0,32053000000.0,85000000.0,,,,0.0,0.0,0.0,3595000000.0,45646000000.0,4354000000.0,27699000000.0,-100000000.0,0.0,10223000000.0,10223000000.0,,0.415,0.365,0.05,13.6986,Q2,2014-03-31,17.1788,423058596979.19995,1.1863757688290588,41.39469879518072,-0.1080530856160512,-154900225.85978067,0.282278933923564,1.632591186817256,4.880011941469905,3.52023728753942
28,2013-12-31,2014-01-28,USD,225184000000.0,4105000000.0,,8574000000.0,95500000000.0,129684000000.0,3071000000.0,8357000000.0,20559000000.0,109431000000.0,6464000000.0,2022000000.0,129349000000.0,14077000000.0,53769000000.0,,,16961000000.0,-306000000.0,15488000000.0,80347000000.0,118131000000.0,123557000000.0,26634000000.0,14200000000.0,16961000000.0,2122000000.0,45412000000.0,0.0,0.0,0.0,-306000000.0,0.0,20559000000.0,0.0,109431000000.0,0.0,,5091000000.0,,144837000000.0,,16961000000.0,21699000000.0,41731000000.0,,,,,225184000000.0,40711000000.0,15488000000.0,,25240656000.0,-12539000000.0,10754000000.0,-15103000000.0,,-7749000000.0,,13072000000.0,-182000000.0,14259000000.0,14077000000.0,22670000000.0,2144000000.0,-579000000.0,-2769000000.0,-358000000.0,-1098000000.0,-4895000000.0,-85000000.0,1934000000.0,1985000000,-4557000000.0,-319000000.0,,-182000000.0,1330000000.0,0.0,17709000000.0,0.0,3053000000.0,,21846000000.0,17709000000.0,19607000000.0,2144000000.0,246000000.0,17463000000.0,40131000000.0,84000000.0,,,,0.0,0.0,0.0,4637000000.0,57594000000.0,4383000000.0,35748000000.0,-97000000.0,0.0,13072000000.0,13072000000.0,,0.5175,0.5025,0.015,2.9851,Q1,2013-12-31,17.8493,450528041140.8,0.6358285908847706,34.491400966183576,-0.10970396332012924,-155132134.0332674,0.2615742882699485,1.4942996894121148,5.137901328713485,3.474044917960581
29,2013-09-30,2013-10-30,USD,207000000000.0,4179000000.0,,6882000000.0,83451000000.0,123549000000.0,2625000000.0,7435000000.0,19764000000.0,104256000000.0,6344000000.0,1577000000.0,117117000000.0,14259000000.0,43658000000.0,,,16960000000.0,-471000000.0,16597000000.0,73286000000.0,106215000000.0,117793000000.0,26287000000.0,13102000000.0,16960000000.0,1764000000.0,36223000000.0,0.0,0.0,0.0,-471000000.0,0.0,19764000000.0,0.0,104256000000.0,0.0,,5146000000.0,,133714000000.0,,16960000000.0,20208000000.0,39793000000.0,,,,,207000000000.0,40546000000.0,16597000000.0,,25455668000.0,2942000000.0,8100000000.0,611000000.0,,-7508000000.0,,7512000000.0,3011000000.0,11248000000.0,14259000000.0,9908000000.0,1783000000.0,-376000000.0,-2769000000.0,-67000000.0,-4263000000.0,-4715000000.0,-24000000.0,-828000000.0,1955000000,-7188000000.0,596000000.0,,3011000000.0,1168000000.0,0.0,10143000000.0,0.0,2673000000.0,,13871000000.0,10143000000.0,11813000000.0,1783000000.0,113000000.0,10030000000.0,27442000000.0,83000000.0,,,,0.0,0.0,0.0,2631000000.0,37472000000.0,3841000000.0,23601000000.0,-194000000.0,0.0,7512000000.0,7512000000.0,,0.295,0.285,0.01,3.5088,Q4,2013-09-30,15.0802,383876564573.6,0.3800850030358227,51.11932203389831,-0.10877734577619412,-183618254.39980903,0.2745469408898494,1.6786385084062485,4.853496675082343,3.1070794953710674
30,2013-06-30,2013-07-24,USD,121779000000.0,4353000000.0,,7270000000.0,76502000000.0,123354000000.0,2672000000.0,7333000000.0,19024000000.0,104564000000.0,7155000000.0,1522000000.0,115310000000.0,11248000000.0,36319000000.0,,,16958000000.0,-234000000.0,16327000000.0,68219000000.0,104014000000.0,117479000000.0,31358000000.0,8839000000.0,16958000000.0,1697000000.0,28986000000.0,0.0,0.0,0.0,-234000000.0,0.0,19024000000.0,0.0,104564000000.0,0.0,,5421000000.0,,131637000000.0,,16958000000.0,20553000000.0,40183000000.0,,,,,199856000000.0,42606000000.0,16327000000.0,,25879420000.0,-4252000000.0,-557000000.0,-6507000000.0,16896000000.0,-2126000000.0,,6900000000.0,-805000000.0,12053000000.0,11248000000.0,7828000000.0,1694000000.0,-370000000.0,-2811000000.0,-452000000.0,-1755000000.0,-15940000000.0,16625000000.0,1145000000.0,1885000000,-117000000.0,-785000000.0,,-805000000.0,1178000000.0,0.0,9435000000.0,0.0,2645000000.0,,13024000000.0,9435000000.0,10895000000.0,1694000000.0,234000000.0,9201000000.0,26122000000.0,53000000.0,,,,0.0,0.0,0.0,2535000000.0,35323000000.0,3823000000.0,22299000000.0,-98000000.0,0.0,6900000000.0,6900000000.0,,0.2675,0.2625,0.005,1.9048,Q3,,,,0.36269974768713203,,-0.10861912670376693,,0.27494852213953336,1.8783281478014262,4.766490129995185,
31,2013-03-31,2013-04-24,USD,194743000000.0,4136000000.0,,6377000000.0,59253000000.0,135490000000.0,2877000000.0,7265000000.0,17954000000.0,116572000000.0,7264000000.0,1400000000.0,116380000000.0,12053000000.0,35508000000.0,,,,964000000.0,15026000000.0,63337000000.0,105550000000.0,129954000000.0,27084000000.0,7084000000.0,0.0,1245000000.0,28243000000.0,0.0,0.0,0.0,964000000.0,0.0,17954000000.0,0.0,116572000000.0,0.0,,5294000000.0,,131406000000.0,,,20868000000.0,23745000000.0,,,,,194743000000.0,39137000000.0,15026000000.0,,26488980000.0,-12002000000.0,-9352000000.0,-14357000000.0,,-2248000000.0,,9547000000.0,-4101000000.0,16154000000.0,12053000000.0,12504000000.0,1692000000.0,-347000000.0,-2491000000.0,210000000.0,4514000000.0,199000000.0,44000000.0,1353000000.0,2008000000,8198000000.0,856000000.0,,-4101000000.0,1119000000.0,0.0,12905000000.0,0.0,2672000000.0,,16349000000.0,12905000000.0,14250000000.0,1692000000.0,347000000.0,12558000000.0,31045000000.0,0.0,,,,0.0,0.0,0.0,3358000000.0,43603000000.0,3791000000.0,27254000000.0,-73000000.0,0.0,9547000000.0,9547000000.0,,0.36,0.3575,0.0025,0.6993,Q2,,,,0.5317477999331626,,-0.09403910607354454,,,1.7837388757463106,5.114957238821578,
32,2012-12-31,2013-01-24,USD,196088000000.0,4462000000.0,,6644000000.0,68742000000.0,127346000000.0,2938000000.0,7274000000.0,17167000000.0,109567000000.0,6209000000.0,1381000000.0,108318000000.0,16154000000.0,46879000000.0,,,,612000000.0,15422000000.0,72348000000.0,97292000000.0,121503000000.0,23666000000.0,11598000000.0,0.0,1455000000.0,39605000000.0,0.0,0.0,0.0,612000000.0,0.0,17167000000.0,0.0,109567000000.0,0.0,,5183000000.0,,123740000000.0,,,18925000000.0,21863000000.0,,,,,196088000000.0,39820000000.0,15422000000.0,,26522076000.0,-10730000000.0,10129000000.0,-13521000000.0,,-4497000000.0,,13078000000.0,5408000000.0,10746000000.0,16154000000.0,23426000000.0,1588000000.0,-474000000.0,-2493000000.0,-664000000.0,-668000000.0,-1874000000.0,-130000000.0,1724000000.0,2317000000,-2842000000.0,413000000.0,,5408000000.0,1010000000.0,0.0,17672000000.0,0.0,2840000000.0,,21060000000.0,17672000000.0,18798000000.0,1588000000.0,462000000.0,17210000000.0,37302000000.0,0.0,,,,0.0,0.0,0.0,4594000000.0,54512000000.0,3850000000.0,33452000000.0,41000000.0,0.0,13078000000.0,13078000000.0,,0.4925,0.48,0.0125,2.6042,Q1,2012-12-31,16.5167,438057172669.2,0.7618104502825188,33.53644670050762,-0.09399716673762643,-150938141.39628375,,1.543292305723245,4.801509504761241,3.439897387190803
33,2012-09-30,2012-10-31,USD,176064000000.0,4224000000.0,,6458000000.0,57854000000.0,118210000000.0,2648000000.0,5953000000.0,16422000000.0,101289000000.0,5465000000.0,1135000000.0,102959000000.0,10746000000.0,38542000000.0,,,,499000000.0,15452000000.0,57653000000.0,92122000000.0,112851000000.0,18383000000.0,10930000000.0,0.0,791000000.0,32589000000.0,0.0,0.0,0.0,499000000.0,0.0,16422000000.0,0.0,101289000000.0,0.0,,5478000000.0,,118411000000.0,,,16664000000.0,19312000000.0,,,,,176064000000.0,29129000000.0,15452000000.0,,26549208000.0,-820000000.0,3132000000.0,-4313000000.0,,-2022000000.0,,8223000000.0,2801000000.0,7945000000.0,10746000000.0,9136000000.0,981000000.0,-32000000.0,-2488000000.0,331000000.0,-3273000000.0,232000000.0,3035000000.0,787000000.0,3461000000,-4394000000.0,76000000.0,,2801000000.0,906000000.0,0.0,10893000000.0,0.0,2551000000.0,,14401000000.0,10893000000.0,11925000000.0,981000000.0,-51000000.0,10944000000.0,25022000000.0,0.0,,,,0.0,0.0,0.0,2670000000.0,35966000000.0,3457000000.0,21565000000.0,-1139000000.0,0.0,8223000000.0,8223000000.0,,0.31,0.3125,-0.0025,-0.8,Q4,,,,0.500730727073438,,-0.09371277666738684,,,1.4958486845519174,4.452486868911494,
34,2012-06-30,2012-07-25,USD,162896000000.0,4329000000.0,,6560000000.0,51150000000.0,111746000000.0,2530000000.0,5822000000.0,15573000000.0,95641000000.0,4895000000.0,1132000000.0,100466000000.0,7945000000.0,33060000000.0,,,,532000000.0,10487000000.0,51943000000.0,89567000000.0,106285000000.0,19709000000.0,14298000000.0,0.0,1122000000.0,27238000000.0,0.0,0.0,0.0,532000000.0,0.0,15573000000.0,0.0,95641000000.0,0.0,,5438000000.0,,110953000000.0,,,15560000000.0,18090000000.0,,,,,162896000000.0,27654000000.0,10487000000.0,,26517652000.0,-9339000000.0,1208000000.0,-12310000000.0,,-55000000.0,,8824000000.0,-2176000000.0,10121000000.0,7945000000.0,10189000000.0,835000000.0,-915000000.0,0.0,-20000000.0,-615000000.0,56000000.0,-111000000.0,1599000000.0,2963000000,-529000000.0,-1728000000.0,,-2176000000.0,876000000.0,0.0,11861000000.0,0.0,2545000000.0,,14994000000.0,11861000000.0,12408000000.0,835000000.0,288000000.0,11573000000.0,23450000000.0,0.0,,,,0.0,0.0,0.0,3037000000.0,35023000000.0,3421000000.0,20029000000.0,288000000.0,0.0,8824000000.0,8824000000.0,,0.3325,0.37,-0.0375,-10.1351,Q3,,,,0.5666217170744237,,0.0,,,1.5711736237144585,4.214023172187342,
35,2012-03-31,2012-04-25,USD,150934000000.0,3604000000.0,,5050000000.0,48436000000.0,102498000000.0,2446000000.0,5247000000.0,14850000000.0,87124000000.0,4696000000.0,1141000000.0,91375000000.0,10121000000.0,32036000000.0,,,,524000000.0,8847000000.0,50712000000.0,81638000000.0,97753000000.0,18417000000.0,13769000000.0,0.0,1102000000.0,26789000000.0,0.0,0.0,0.0,524000000.0,0.0,14850000000.0,0.0,87124000000.0,0.0,,4992000000.0,,100222000000.0,,,13954000000.0,16400000000.0,,,,,150934000000.0,28538000000.0,8847000000.0,,26457004000.0,-12603000000.0,-2579000000.0,-14476000000.0,,310000000.0,,11622000000.0,-189000000.0,10310000000.0,10121000000.0,13977000000.0,740000000.0,-416000000.0,0.0,134000000.0,1898000000.0,286000000.0,24000000.0,1883000000.0,1509000000,2725000000.0,-548000000.0,,-189000000.0,841000000.0,0.0,15532000000.0,0.0,2339000000.0,,18564000000.0,15532000000.0,16124000000.0,740000000.0,148000000.0,15384000000.0,23802000000.0,0.0,,,,0.0,0.0,0.0,3910000000.0,39186000000.0,3180000000.0,20622000000.0,148000000.0,0.0,11622000000.0,11622000000.0,,0.44,0.3575,0.0825,23.0769,Q2,,,,0.7826262626262627,,0.0,,,1.5829691596953428,3.874134803774456,
36,2011-12-31,2012-01-25,USD,138681000000.0,3472000000.0,,4958000000.0,48627000000.0,90054000000.0,2187000000.0,4886000000.0,13961000000.0,75709000000.0,4295000000.0,896000000.0,76094000000.0,10310000000.0,34607000000.0,,,,384000000.0,7816000000.0,54771000000.0,67445000000.0,85686000000.0,19846000000.0,16484000000.0,0.0,1236000000.0,29721000000.0,0.0,0.0,0.0,384000000.0,0.0,13961000000.0,0.0,75709000000.0,0.0,,4281000000.0,,83910000000.0,,,11833000000.0,14020000000.0,,,,,138681000000.0,30156000000.0,7816000000.0,,26364016000.0,-15665000000.0,8082000000.0,-17128000000.0,,69000000.0,,13064000000.0,495000000.0,9815000000.0,10310000000.0,17554000000.0,721000000.0,-142000000.0,0.0,-460000000.0,-3561000000.0,91000000.0,-22000000.0,1876000000.0,1429000000,-4767000000.0,-962000000.0,,495000000.0,758000000.0,0.0,17477000000.0,0.0,2605000000.0,,20703000000.0,17477000000.0,18061000000.0,721000000.0,137000000.0,17340000000.0,28993000000.0,0.0,,,,0.0,0.0,0.0,4413000000.0,46333000000.0,3363000000.0,25630000000.0,137000000.0,0.0,13064000000.0,13064000000.0,,0.495,0.3625,0.1325,36.5517,Q1,,,,0.9357495881383855,,0.0,,,1.5826566879533042,3.4157921919027814,
37,2011-09-30,2011-10-26,USD,116371000000.0,3536000000.0,,4529000000.0,39756000000.0,76615000000.0,1686000000.0,4091000000.0,13331000000.0,62841000000.0,3627000000.0,896000000.0,63606000000.0,9815000000.0,27970000000.0,,,,443000000.0,7777000000.0,44988000000.0,55618000000.0,72183000000.0,16137000000.0,5369000000.0,0.0,776000000.0,23879000000.0,0.0,0.0,0.0,443000000.0,0.0,13331000000.0,0.0,62841000000.0,0.0,,3556000000.0,,71383000000.0,,,10100000000.0,11786000000.0,,,,,116371000000.0,25952000000.0,7777000000.0,,26306476000.0,-8028000000.0,2300000000.0,-13136000000.0,,431000000.0,,6623000000.0,-2276000000.0,12091000000.0,9815000000.0,10429000000.0,543000000.0,-3463000000.0,0.0,113000000.0,735000000.0,254000000.0,-2099000000.0,934000000.0,1645000000,-244000000.0,160000000.0,,-2276000000.0,645000000.0,0.0,8791000000.0,0.0,2025000000.0,,11380000000.0,8791000000.0,9253000000.0,543000000.0,81000000.0,8710000000.0,19560000000.0,0.0,,,,0.0,0.0,0.0,2168000000.0,28270000000.0,2670000000.0,16890000000.0,-438000000.0,0.0,6623000000.0,6623000000.0,,0.2525,0.265,-0.0125,-4.717,Q4,2011-09-30,11.7308,308596008660.8,0.49681194208986573,46.45861386138614,0.0,0.0,,1.6084376117268502,2.9124007335684188,4.027879771073549
